gene	Pos	Strand	is_TF	is_SM_gene	SM_cluster
AN0296	ChrVIII_A_nidulans_FGSC_A4:3987236-3988181	-	FALSE	FALSE	NA
AN0297	ChrVIII_A_nidulans_FGSC_A4:3986135-3987329	+	FALSE	FALSE	NA
AN0298	ChrVIII_A_nidulans_FGSC_A4:3983922-3985536	+	FALSE	FALSE	NA
AN0299	ChrVIII_A_nidulans_FGSC_A4:3980904-3982374	-	FALSE	FALSE	NA
AN0300	ChrVIII_A_nidulans_FGSC_A4:3978844-3980558	+	FALSE	FALSE	NA
AN0301	ChrVIII_A_nidulans_FGSC_A4:3976611-3978731	+	FALSE	FALSE	NA
AN0302	ChrVIII_A_nidulans_FGSC_A4:3972009-3974902	+	FALSE	FALSE	NA
AN0303	ChrVIII_A_nidulans_FGSC_A4:3969060-3970807	+	FALSE	FALSE	NA
AN0304	ChrVIII_A_nidulans_FGSC_A4:3966799-3968515	-	FALSE	FALSE	NA
AN0305	ChrVIII_A_nidulans_FGSC_A4:3962932-3966310	+	FALSE	FALSE	NA
AN0306	ChrVIII_A_nidulans_FGSC_A4:3961325-3962760	-	FALSE	FALSE	NA
AN0307	ChrVIII_A_nidulans_FGSC_A4:3958029-3959324	-	FALSE	FALSE	NA
AN0309	ChrVIII_A_nidulans_FGSC_A4:3951661-3952417	+	FALSE	FALSE	NA
AN0310	ChrVIII_A_nidulans_FGSC_A4:3949556-3951547	-	FALSE	FALSE	NA
AN0311	ChrVIII_A_nidulans_FGSC_A4:3946230-3948117	-	FALSE	FALSE	NA
AN0312	ChrVIII_A_nidulans_FGSC_A4:3943599-3946051	-	FALSE	FALSE	NA
AN0313	ChrVIII_A_nidulans_FGSC_A4:3942059-3943458	+	FALSE	FALSE	NA
AN0314	ChrVIII_A_nidulans_FGSC_A4:3938073-3941526	-	FALSE	FALSE	NA
AN0315	ChrVIII_A_nidulans_FGSC_A4:3936895-3938135	+	FALSE	FALSE	NA
AN0316	ChrVIII_A_nidulans_FGSC_A4:3934402-3936367	-	FALSE	FALSE	NA
AN0317	ChrVIII_A_nidulans_FGSC_A4:3929124-3934062	-	FALSE	FALSE	NA
AN0318	ChrVIII_A_nidulans_FGSC_A4:3925456-3929102	+	FALSE	FALSE	NA
AN0319	ChrVIII_A_nidulans_FGSC_A4:3923012-3925485	-	FALSE	FALSE	NA
AN0321	ChrVIII_A_nidulans_FGSC_A4:3901479-3905503	-	FALSE	FALSE	NA
AN0322	ChrVIII_A_nidulans_FGSC_A4:3900289-3901365	-	FALSE	FALSE	NA
AN0323	ChrVIII_A_nidulans_FGSC_A4:3898880-3900254	+	FALSE	FALSE	NA
AN0324	ChrVIII_A_nidulans_FGSC_A4:3894152-3895906	-	FALSE	FALSE	NA
AN0325	ChrVIII_A_nidulans_FGSC_A4:3892098-3894038	-	FALSE	FALSE	NA
AN0326	ChrVIII_A_nidulans_FGSC_A4:3890121-3892711	+	FALSE	FALSE	NA
AN0327	ChrVIII_A_nidulans_FGSC_A4:3888097-3889911	-	FALSE	FALSE	NA
AN0328	ChrVIII_A_nidulans_FGSC_A4:3886667-3888107	+	FALSE	FALSE	NA
AN0329	ChrVIII_A_nidulans_FGSC_A4:3885007-3886532	-	FALSE	FALSE	NA
AN0330	ChrVIII_A_nidulans_FGSC_A4:3882041-3883705	+	FALSE	FALSE	NA
AN0331	ChrVIII_A_nidulans_FGSC_A4:3880961-3881727	+	FALSE	FALSE	NA
AN0332	ChrVIII_A_nidulans_FGSC_A4:3878339-3880197	+	FALSE	FALSE	NA
AN0333	ChrVIII_A_nidulans_FGSC_A4:3874070-3876821	-	TRUE	FALSE	NA
AN0334	ChrVIII_A_nidulans_FGSC_A4:3872116-3874109	+	FALSE	FALSE	NA
AN0335	ChrVIII_A_nidulans_FGSC_A4:3870232-3872245	-	FALSE	FALSE	NA
AN0336	ChrVIII_A_nidulans_FGSC_A4:3867527-3868503	-	FALSE	FALSE	NA
AN0337	ChrVIII_A_nidulans_FGSC_A4:3865539-3866981	-	FALSE	FALSE	NA
AN0338	ChrVIII_A_nidulans_FGSC_A4:3861520-3863875	+	FALSE	FALSE	NA
AN0339	ChrVIII_A_nidulans_FGSC_A4:3857074-3860243	+	FALSE	FALSE	NA
AN0340	ChrVIII_A_nidulans_FGSC_A4:3853825-3856821	-	FALSE	FALSE	NA
AN0341	ChrVIII_A_nidulans_FGSC_A4:3852964-3853646	+	FALSE	FALSE	NA
AN0342	ChrVIII_A_nidulans_FGSC_A4:3851577-3852394	+	FALSE	FALSE	NA
AN0343	ChrVIII_A_nidulans_FGSC_A4:3850113-3850952	+	FALSE	FALSE	NA
AN0346	ChrVIII_A_nidulans_FGSC_A4:3839769-3841178	+	FALSE	FALSE	NA
AN0347	ChrVIII_A_nidulans_FGSC_A4:3837780-3839437	+	FALSE	FALSE	NA
AN0348	ChrVIII_A_nidulans_FGSC_A4:3833829-3837634	-	FALSE	FALSE	NA
AN0349	ChrVIII_A_nidulans_FGSC_A4:3831278-3833674	+	FALSE	FALSE	NA
AN0350	ChrVIII_A_nidulans_FGSC_A4:3830040-3830753	+	FALSE	FALSE	NA
AN0351	ChrVIII_A_nidulans_FGSC_A4:3827857-3829909	-	FALSE	FALSE	NA
AN0353	ChrVIII_A_nidulans_FGSC_A4:3815567-3818274	-	FALSE	FALSE	NA
AN0354	ChrVIII_A_nidulans_FGSC_A4:3813556-3815253	+	FALSE	FALSE	NA
AN0355	ChrVIII_A_nidulans_FGSC_A4:3810322-3813391	+	FALSE	FALSE	NA
AN0356	ChrVIII_A_nidulans_FGSC_A4:3806963-3808490	-	FALSE	FALSE	NA
AN0357	ChrVIII_A_nidulans_FGSC_A4:3805449-3807236	+	FALSE	FALSE	NA
AN0359	ChrVIII_A_nidulans_FGSC_A4:3797378-3800167	+	FALSE	FALSE	NA
AN0360	ChrVIII_A_nidulans_FGSC_A4:3795001-3796837	-	FALSE	FALSE	NA
AN0362	ChrVIII_A_nidulans_FGSC_A4:3788634-3789573	+	FALSE	FALSE	NA
AN0363	ChrVIII_A_nidulans_FGSC_A4:3785646-3788006	+	FALSE	FALSE	NA
AN0364	ChrVIII_A_nidulans_FGSC_A4:3779932-3781886	-	TRUE	FALSE	NA
AN0365	ChrVIII_A_nidulans_FGSC_A4:3778324-3779137	+	FALSE	FALSE	NA
AN0366	ChrVIII_A_nidulans_FGSC_A4:3775682-3776546	+	FALSE	FALSE	NA
AN0367	ChrVIII_A_nidulans_FGSC_A4:3773274-3774919	+	FALSE	FALSE	NA
AN0368	ChrVIII_A_nidulans_FGSC_A4:3767423-3770984	-	FALSE	FALSE	NA
AN0369	ChrVIII_A_nidulans_FGSC_A4:3765185-3767021	-	FALSE	FALSE	NA
AN0370	ChrVIII_A_nidulans_FGSC_A4:3763705-3764921	-	FALSE	FALSE	NA
AN0372	ChrVIII_A_nidulans_FGSC_A4:3758700-3760049	+	FALSE	FALSE	NA
AN0374	ChrVIII_A_nidulans_FGSC_A4:3751011-3753093	+	FALSE	FALSE	NA
AN0376	ChrVIII_A_nidulans_FGSC_A4:3737908-3743430	+	FALSE	FALSE	NA
AN0377	ChrVIII_A_nidulans_FGSC_A4:3733029-3735297	+	FALSE	FALSE	NA
AN0378	ChrVIII_A_nidulans_FGSC_A4:3732563-3733446	-	FALSE	FALSE	NA
AN0379	ChrVIII_A_nidulans_FGSC_A4:3730181-3731773	-	FALSE	FALSE	NA
AN0380	ChrVIII_A_nidulans_FGSC_A4:3728178-3730316	+	FALSE	FALSE	NA
AN0381	ChrVIII_A_nidulans_FGSC_A4:3726011-3728064	-	FALSE	FALSE	NA
AN0382	ChrVIII_A_nidulans_FGSC_A4:3724367-3726192	+	FALSE	FALSE	NA
AN0383	ChrVIII_A_nidulans_FGSC_A4:3722103-3723173	-	FALSE	FALSE	NA
AN0384	ChrVIII_A_nidulans_FGSC_A4:3717722-3721577	-	FALSE	FALSE	NA
AN0385	ChrVIII_A_nidulans_FGSC_A4:3716449-3717860	+	FALSE	FALSE	NA
AN0386	ChrVIII_A_nidulans_FGSC_A4:3714474-3716272	+	FALSE	FALSE	NA
AN0387	ChrVIII_A_nidulans_FGSC_A4:3712566-3714356	-	FALSE	FALSE	NA
AN0388	ChrVIII_A_nidulans_FGSC_A4:3709186-3711903	-	TRUE	FALSE	NA
AN0389	ChrVIII_A_nidulans_FGSC_A4:3707188-3708339	-	FALSE	FALSE	NA
AN0390	ChrVIII_A_nidulans_FGSC_A4:3705108-3706244	-	FALSE	FALSE	NA
AN0391	ChrVIII_A_nidulans_FGSC_A4:3698353-3704591	-	FALSE	FALSE	NA
AN0392	ChrVIII_A_nidulans_FGSC_A4:3696552-3698115	-	FALSE	FALSE	NA
AN0393	ChrVIII_A_nidulans_FGSC_A4:3694471-3696794	+	FALSE	FALSE	NA
AN0394	ChrVIII_A_nidulans_FGSC_A4:3690132-3691904	-	FALSE	FALSE	NA
AN0395	ChrVIII_A_nidulans_FGSC_A4:3688717-3689870	+	FALSE	FALSE	NA
AN0396	ChrVIII_A_nidulans_FGSC_A4:3686385-3687619	+	TRUE	FALSE	NA
AN0397	ChrVIII_A_nidulans_FGSC_A4:3685312-3685745	-	FALSE	FALSE	NA
AN0398	ChrVIII_A_nidulans_FGSC_A4:3681647-3683616	+	FALSE	FALSE	NA
AN0399	ChrVIII_A_nidulans_FGSC_A4:3677203-3679906	-	FALSE	FALSE	NA
AN0400	ChrVIII_A_nidulans_FGSC_A4:3676241-3676800	-	FALSE	FALSE	NA
AN0401	ChrVIII_A_nidulans_FGSC_A4:3674313-3675774	-	FALSE	FALSE	NA
AN0402	ChrVIII_A_nidulans_FGSC_A4:3673029-3674157	-	FALSE	FALSE	NA
AN0403	ChrVIII_A_nidulans_FGSC_A4:3669007-3670875	-	FALSE	FALSE	NA
AN0404	ChrVIII_A_nidulans_FGSC_A4:3664204-3668404	-	FALSE	FALSE	NA
AN0405	ChrVIII_A_nidulans_FGSC_A4:3663540-3664278	+	FALSE	FALSE	NA
AN0406	ChrVIII_A_nidulans_FGSC_A4:3660365-3663405	+	FALSE	FALSE	NA
AN0407	ChrVIII_A_nidulans_FGSC_A4:3655979-3660173	-	FALSE	FALSE	NA
AN0408	ChrVIII_A_nidulans_FGSC_A4:3653368-3655917	+	FALSE	FALSE	NA
AN0409	ChrVIII_A_nidulans_FGSC_A4:3645284-3648618	-	FALSE	FALSE	NA
AN0410	ChrVIII_A_nidulans_FGSC_A4:3641111-3644287	-	FALSE	FALSE	NA
AN0411	ChrVIII_A_nidulans_FGSC_A4:3637814-3639560	+	FALSE	FALSE	NA
AN0412	ChrVIII_A_nidulans_FGSC_A4:3634617-3637647	+	FALSE	FALSE	NA
AN0413	ChrVIII_A_nidulans_FGSC_A4:3629713-3631126	+	FALSE	FALSE	NA
AN0414	ChrVIII_A_nidulans_FGSC_A4:3622340-3625471	+	FALSE	FALSE	NA
AN0416	ChrVIII_A_nidulans_FGSC_A4:3612539-3614758	-	FALSE	FALSE	NA
AN0417	ChrVIII_A_nidulans_FGSC_A4:3610892-3612266	-	FALSE	FALSE	NA
AN0418	ChrVIII_A_nidulans_FGSC_A4:3607094-3609785	-	FALSE	FALSE	NA
AN0419	ChrVIII_A_nidulans_FGSC_A4:3606056-3607064	+	FALSE	FALSE	NA
AN0420	ChrVIII_A_nidulans_FGSC_A4:3604799-3605709	+	FALSE	FALSE	NA
AN0421	ChrVIII_A_nidulans_FGSC_A4:3601505-3604657	-	FALSE	FALSE	NA
AN0422	ChrVIII_A_nidulans_FGSC_A4:3598380-3600943	-	TRUE	FALSE	NA
AN0423	ChrVIII_A_nidulans_FGSC_A4:3596566-3597854	-	FALSE	FALSE	NA
AN0424	ChrVIII_A_nidulans_FGSC_A4:3595028-3596423	-	FALSE	FALSE	NA
AN0427	ChrVIII_A_nidulans_FGSC_A4:3581959-3583317	+	FALSE	FALSE	NA
AN0428	ChrVIII_A_nidulans_FGSC_A4:3579777-3581786	+	FALSE	FALSE	NA
AN0429	ChrVIII_A_nidulans_FGSC_A4:3578574-3579392	-	FALSE	FALSE	NA
AN0430	ChrVIII_A_nidulans_FGSC_A4:3575721-3578620	+	FALSE	FALSE	NA
AN0432	ChrVIII_A_nidulans_FGSC_A4:3566599-3567967	+	FALSE	FALSE	NA
AN0433	ChrVIII_A_nidulans_FGSC_A4:3564016-3565432	+	FALSE	FALSE	NA
AN0434	ChrVIII_A_nidulans_FGSC_A4:3561747-3563780	-	FALSE	FALSE	NA
AN0435	ChrVIII_A_nidulans_FGSC_A4:3560337-3561723	+	FALSE	FALSE	NA
AN0436	ChrVIII_A_nidulans_FGSC_A4:3557709-3559744	+	FALSE	FALSE	NA
AN0437	ChrVIII_A_nidulans_FGSC_A4:3553030-3556641	+	FALSE	FALSE	NA
AN0438	ChrVIII_A_nidulans_FGSC_A4:3550749-3552035	-	FALSE	FALSE	NA
AN0439	ChrVIII_A_nidulans_FGSC_A4:3548436-3550585	-	FALSE	FALSE	NA
AN0440	ChrVIII_A_nidulans_FGSC_A4:3545961-3548487	+	FALSE	FALSE	NA
AN0441	ChrVIII_A_nidulans_FGSC_A4:3543449-3545064	-	FALSE	FALSE	NA
AN0442	ChrVIII_A_nidulans_FGSC_A4:3542225-3543297	+	FALSE	FALSE	NA
AN0443	ChrVIII_A_nidulans_FGSC_A4:3540415-3542056	+	FALSE	FALSE	NA
AN0444	ChrVIII_A_nidulans_FGSC_A4:3534405-3538628	+	FALSE	FALSE	NA
AN0445	ChrVIII_A_nidulans_FGSC_A4:3532450-3533869	+	FALSE	FALSE	NA
AN0446	ChrVIII_A_nidulans_FGSC_A4:3528029-3532234	+	FALSE	FALSE	NA
AN0447	ChrVIII_A_nidulans_FGSC_A4:3522967-3524247	+	FALSE	FALSE	NA
AN0448	ChrVIII_A_nidulans_FGSC_A4:3520151-3521300	-	FALSE	FALSE	NA
AN0449	ChrVIII_A_nidulans_FGSC_A4:3515353-3519350	-	FALSE	FALSE	NA
AN0450	ChrVIII_A_nidulans_FGSC_A4:3513048-3515222	+	FALSE	FALSE	NA
AN0451	ChrVIII_A_nidulans_FGSC_A4:3511938-3512944	+	FALSE	FALSE	NA
AN0452	ChrVIII_A_nidulans_FGSC_A4:3509299-3511097	-	FALSE	FALSE	NA
AN0453	ChrVIII_A_nidulans_FGSC_A4:3505899-3508051	-	FALSE	FALSE	NA
AN0454	ChrVIII_A_nidulans_FGSC_A4:3503739-3505768	-	FALSE	FALSE	NA
AN0456	ChrVIII_A_nidulans_FGSC_A4:3497066-3498204	+	FALSE	FALSE	NA
AN0457	ChrVIII_A_nidulans_FGSC_A4:3495768-3496837	-	FALSE	FALSE	NA
AN0458	ChrVIII_A_nidulans_FGSC_A4:3494082-3495866	+	FALSE	FALSE	NA
AN0459	ChrVIII_A_nidulans_FGSC_A4:3490853-3492940	+	FALSE	FALSE	NA
AN0460	ChrVIII_A_nidulans_FGSC_A4:3488397-3490489	-	FALSE	FALSE	NA
AN0461	ChrVIII_A_nidulans_FGSC_A4:3486736-3488465	+	FALSE	FALSE	NA
AN0462	ChrVIII_A_nidulans_FGSC_A4:3481183-3486312	-	FALSE	FALSE	NA
AN0463	ChrVIII_A_nidulans_FGSC_A4:3473689-3480791	-	FALSE	FALSE	NA
AN0464	ChrVIII_A_nidulans_FGSC_A4:3471921-3473608	+	FALSE	FALSE	NA
AN0465	ChrVIII_A_nidulans_FGSC_A4:3470518-3471872	+	FALSE	FALSE	NA
AN0466	ChrVIII_A_nidulans_FGSC_A4:3468842-3470035	+	FALSE	FALSE	NA
AN0467	ChrVIII_A_nidulans_FGSC_A4:3467530-3468691	+	FALSE	FALSE	NA
AN0468	ChrVIII_A_nidulans_FGSC_A4:3465654-3466555	-	FALSE	FALSE	NA
AN0469	ChrVIII_A_nidulans_FGSC_A4:3461262-3465751	+	FALSE	FALSE	NA
AN0470	ChrVIII_A_nidulans_FGSC_A4:3456331-3457944	+	FALSE	FALSE	NA
AN0471	ChrVIII_A_nidulans_FGSC_A4:3453877-3456084	+	FALSE	FALSE	NA
AN0472	ChrVIII_A_nidulans_FGSC_A4:3449718-3453088	+	FALSE	FALSE	NA
AN0473	ChrVIII_A_nidulans_FGSC_A4:3445478-3447470	-	FALSE	FALSE	NA
AN0474	ChrVIII_A_nidulans_FGSC_A4:3443735-3445225	-	FALSE	FALSE	NA
AN0475	ChrVIII_A_nidulans_FGSC_A4:3440639-3443832	+	FALSE	FALSE	NA
AN0476	ChrVIII_A_nidulans_FGSC_A4:3439539-3440519	-	FALSE	FALSE	NA
AN0477	ChrVIII_A_nidulans_FGSC_A4:3437535-3439074	-	FALSE	FALSE	NA
AN0478	ChrVIII_A_nidulans_FGSC_A4:3433858-3434617	-	FALSE	FALSE	NA
AN0479	ChrVIII_A_nidulans_FGSC_A4:3430464-3432883	-	FALSE	FALSE	NA
AN0480	ChrVIII_A_nidulans_FGSC_A4:3428062-3429726	+	FALSE	FALSE	NA
AN0481	ChrVIII_A_nidulans_FGSC_A4:3422775-3426907	-	FALSE	FALSE	NA
AN0482	ChrVIII_A_nidulans_FGSC_A4:3418180-3421987	+	FALSE	FALSE	NA
AN0483	ChrVIII_A_nidulans_FGSC_A4:3415816-3416529	+	FALSE	FALSE	NA
AN0484	ChrVIII_A_nidulans_FGSC_A4:3414281-3415756	+	FALSE	FALSE	NA
AN0485	ChrVIII_A_nidulans_FGSC_A4:3411455-3413458	+	FALSE	FALSE	NA
AN0486	ChrVIII_A_nidulans_FGSC_A4:3407689-3410922	-	TRUE	FALSE	NA
AN0487	ChrVIII_A_nidulans_FGSC_A4:3404538-3407532	-	FALSE	FALSE	NA
AN0489	ChrVIII_A_nidulans_FGSC_A4:3396733-3398344	+	FALSE	FALSE	NA
AN0490	ChrVIII_A_nidulans_FGSC_A4:3392762-3395072	+	FALSE	FALSE	NA
AN0492	ChrVIII_A_nidulans_FGSC_A4:3386699-3387274	-	FALSE	FALSE	NA
AN0493	ChrVIII_A_nidulans_FGSC_A4:3382782-3383500	-	FALSE	FALSE	NA
AN0494	ChrVIII_A_nidulans_FGSC_A4:3378664-3381196	+	FALSE	FALSE	NA
AN0495	ChrVIII_A_nidulans_FGSC_A4:3376670-3377809	-	FALSE	FALSE	NA
AN0497	ChrVIII_A_nidulans_FGSC_A4:3369585-3371708	-	FALSE	FALSE	NA
AN0498	ChrVIII_A_nidulans_FGSC_A4:3365323-3367105	+	FALSE	FALSE	NA
AN0499	ChrVIII_A_nidulans_FGSC_A4:3362420-3363152	-	FALSE	FALSE	NA
AN0500	ChrVIII_A_nidulans_FGSC_A4:3359550-3361359	+	FALSE	FALSE	NA
AN0501	ChrVIII_A_nidulans_FGSC_A4:3355476-3357228	-	FALSE	FALSE	NA
AN0502	ChrVIII_A_nidulans_FGSC_A4:3352395-3355357	+	FALSE	FALSE	NA
AN0504	ChrVIII_A_nidulans_FGSC_A4:3347036-3348730	+	FALSE	FALSE	NA
AN0505	ChrVIII_A_nidulans_FGSC_A4:3344849-3346945	-	FALSE	FALSE	NA
AN0506	ChrVIII_A_nidulans_FGSC_A4:3343712-3344820	-	FALSE	FALSE	NA
AN0507	ChrVIII_A_nidulans_FGSC_A4:3338994-3342037	-	TRUE	FALSE	NA
AN0508	ChrVIII_A_nidulans_FGSC_A4:3336786-3337807	+	FALSE	FALSE	NA
AN0509	ChrVIII_A_nidulans_FGSC_A4:3330382-3335138	+	FALSE	FALSE	NA
AN0510	ChrVIII_A_nidulans_FGSC_A4:3327974-3328864	+	FALSE	FALSE	NA
AN0511	ChrVIII_A_nidulans_FGSC_A4:3326452-3327304	-	FALSE	FALSE	NA
AN0512	ChrVIII_A_nidulans_FGSC_A4:3321558-3322719	-	FALSE	FALSE	NA
AN0515	ChrVIII_A_nidulans_FGSC_A4:3313974-3315179	+	FALSE	FALSE	NA
AN0517	ChrVIII_A_nidulans_FGSC_A4:3299594-3305664	-	FALSE	FALSE	NA
AN0518	ChrVIII_A_nidulans_FGSC_A4:3298232-3299200	-	FALSE	FALSE	NA
AN0519	ChrVIII_A_nidulans_FGSC_A4:3295253-3296340	-	FALSE	FALSE	NA
AN0520	ChrVIII_A_nidulans_FGSC_A4:3291154-3292291	+	FALSE	TRUE	SM_cluster_03
AN0521	ChrVIII_A_nidulans_FGSC_A4:3290040-3290976	-	FALSE	TRUE	SM_cluster_03
AN0522	ChrVIII_A_nidulans_FGSC_A4:3288681-3289103	+	FALSE	TRUE	SM_cluster_03
AN0523	ChrVIII_A_nidulans_FGSC_A4:3279992-3287961	+	FALSE	TRUE	SM_cluster_03
AN0524	ChrVIII_A_nidulans_FGSC_A4:3277943-3278960	+	FALSE	TRUE	SM_cluster_03
AN0525	ChrVIII_A_nidulans_FGSC_A4:3276778-3277672	-	FALSE	TRUE	SM_cluster_03
AN0526	ChrVIII_A_nidulans_FGSC_A4:3275172-3276281	+	FALSE	TRUE	SM_cluster_03
AN0527	ChrVIII_A_nidulans_FGSC_A4:3274185-3274511	-	FALSE	TRUE	SM_cluster_03
AN0528	ChrVIII_A_nidulans_FGSC_A4:3272020-3273606	+	FALSE	TRUE	SM_cluster_03
AN0529	ChrVIII_A_nidulans_FGSC_A4:3270687-3271628	-	FALSE	TRUE	SM_cluster_03
AN0530	ChrVIII_A_nidulans_FGSC_A4:3268888-3270307	-	FALSE	TRUE	SM_cluster_03
AN0531	ChrVIII_A_nidulans_FGSC_A4:3267943-3268640	+	FALSE	TRUE	SM_cluster_03
AN0532	ChrVIII_A_nidulans_FGSC_A4:3266162-3267486	-	TRUE	TRUE	SM_cluster_03
AN0533	ChrVIII_A_nidulans_FGSC_A4:3263015-3265156	+	TRUE	TRUE	SM_cluster_03
AN0534	ChrVIII_A_nidulans_FGSC_A4:3261200-3261931	+	FALSE	FALSE	NA
AN0535	ChrVIII_A_nidulans_FGSC_A4:3258967-3259710	-	FALSE	FALSE	NA
AN0536	ChrVIII_A_nidulans_FGSC_A4:3257570-3257965	-	FALSE	FALSE	NA
AN0537	ChrVIII_A_nidulans_FGSC_A4:3255557-3256085	-	FALSE	FALSE	NA
AN0538	ChrVIII_A_nidulans_FGSC_A4:3253628-3254455	-	FALSE	FALSE	NA
AN0539	ChrVIII_A_nidulans_FGSC_A4:3247159-3251399	-	FALSE	FALSE	NA
AN0540	ChrVIII_A_nidulans_FGSC_A4:3242831-3244010	-	FALSE	FALSE	NA
AN0541	ChrVIII_A_nidulans_FGSC_A4:3237399-3242950	+	FALSE	FALSE	NA
AN0542	ChrVIII_A_nidulans_FGSC_A4:3233917-3235837	-	FALSE	FALSE	NA
AN0543	ChrVIII_A_nidulans_FGSC_A4:3230974-3232741	-	FALSE	FALSE	NA
AN0544	ChrVIII_A_nidulans_FGSC_A4:3227949-3228719	+	FALSE	FALSE	NA
AN0545	ChrVIII_A_nidulans_FGSC_A4:3224346-3225100	-	FALSE	FALSE	NA
AN0546	ChrVIII_A_nidulans_FGSC_A4:3223540-3224199	+	FALSE	FALSE	NA
AN0547	ChrVIII_A_nidulans_FGSC_A4:3216312-3217669	-	FALSE	FALSE	NA
AN0548	ChrVIII_A_nidulans_FGSC_A4:3214721-3215425	+	FALSE	FALSE	NA
AN0549	ChrVIII_A_nidulans_FGSC_A4:3210663-3214450	+	FALSE	FALSE	NA
AN0550	ChrVIII_A_nidulans_FGSC_A4:3204556-3209147	-	FALSE	FALSE	NA
AN0551	ChrVIII_A_nidulans_FGSC_A4:3201041-3202996	+	FALSE	FALSE	NA
AN0553	ChrVIII_A_nidulans_FGSC_A4:3193009-3194180	-	FALSE	FALSE	NA
AN0554	ChrVIII_A_nidulans_FGSC_A4:3188493-3190432	+	FALSE	FALSE	NA
AN0556	ChrVIII_A_nidulans_FGSC_A4:3180699-3183249	+	FALSE	FALSE	NA
AN0557	ChrVIII_A_nidulans_FGSC_A4:3176775-3180545	-	FALSE	FALSE	NA
AN0558	ChrVIII_A_nidulans_FGSC_A4:3174529-3176545	+	FALSE	FALSE	NA
AN0559	ChrVIII_A_nidulans_FGSC_A4:3172862-3174107	+	FALSE	FALSE	NA
AN0560	ChrVIII_A_nidulans_FGSC_A4:3170262-3172731	-	FALSE	FALSE	NA
AN0561	ChrVIII_A_nidulans_FGSC_A4:3167629-3170332	+	FALSE	FALSE	NA
AN0562	ChrVIII_A_nidulans_FGSC_A4:3165311-3167188	-	FALSE	FALSE	NA
AN0563	ChrVIII_A_nidulans_FGSC_A4:3164068-3165222	+	FALSE	FALSE	NA
AN0564	ChrVIII_A_nidulans_FGSC_A4:3161672-3163933	+	FALSE	FALSE	NA
AN0565	ChrVIII_A_nidulans_FGSC_A4:3153421-3160784	+	FALSE	FALSE	NA
AN0566	ChrVIII_A_nidulans_FGSC_A4:3148615-3152195	-	FALSE	FALSE	NA
AN0567	ChrVIII_A_nidulans_FGSC_A4:3145559-3148293	+	FALSE	FALSE	NA
AN0568	ChrVIII_A_nidulans_FGSC_A4:3142050-3144859	+	TRUE	FALSE	NA
AN0569	ChrVIII_A_nidulans_FGSC_A4:3137924-3140749	+	FALSE	FALSE	NA
AN0570	ChrVIII_A_nidulans_FGSC_A4:3136467-3137578	-	FALSE	FALSE	NA
AN0571	ChrVIII_A_nidulans_FGSC_A4:3134959-3136203	+	FALSE	FALSE	NA
AN0572	ChrVIII_A_nidulans_FGSC_A4:3132498-3134866	+	FALSE	FALSE	NA
AN0573	ChrVIII_A_nidulans_FGSC_A4:3128290-3132289	+	FALSE	FALSE	NA
AN0574	ChrVIII_A_nidulans_FGSC_A4:3126447-3127705	-	FALSE	FALSE	NA
AN0575	ChrVIII_A_nidulans_FGSC_A4:3122675-3126443	+	FALSE	FALSE	NA
AN0576	ChrVIII_A_nidulans_FGSC_A4:3114024-3119301	+	FALSE	FALSE	NA
AN0577	ChrVIII_A_nidulans_FGSC_A4:3112554-3113458	-	FALSE	FALSE	NA
AN0578	ChrVIII_A_nidulans_FGSC_A4:3107106-3109278	-	TRUE	FALSE	NA
AN0579	ChrVIII_A_nidulans_FGSC_A4:3105448-3106689	-	FALSE	FALSE	NA
AN0580	ChrVIII_A_nidulans_FGSC_A4:3104680-3105525	+	FALSE	FALSE	NA
AN0581	ChrVIII_A_nidulans_FGSC_A4:3101764-3104080	-	FALSE	FALSE	NA
AN0582	ChrVIII_A_nidulans_FGSC_A4:3100744-3101901	+	FALSE	FALSE	NA
AN0583	ChrVIII_A_nidulans_FGSC_A4:3097637-3100587	-	FALSE	FALSE	NA
AN0584	ChrVIII_A_nidulans_FGSC_A4:3090715-3091483	+	FALSE	FALSE	NA
AN0585	ChrVIII_A_nidulans_FGSC_A4:3086734-3089394	-	FALSE	FALSE	NA
AN0586	ChrVIII_A_nidulans_FGSC_A4:3074300-3076460	+	FALSE	FALSE	NA
AN0587	ChrVIII_A_nidulans_FGSC_A4:3070634-3072703	+	FALSE	FALSE	NA
AN0588	ChrVIII_A_nidulans_FGSC_A4:3068554-3070127	-	FALSE	FALSE	NA
AN0589	ChrVIII_A_nidulans_FGSC_A4:3063534-3066105	+	FALSE	FALSE	NA
AN0590	ChrVIII_A_nidulans_FGSC_A4:3062083-3063381	-	FALSE	FALSE	NA
AN0591	ChrVIII_A_nidulans_FGSC_A4:3060448-3061902	-	FALSE	FALSE	NA
AN0592	ChrVIII_A_nidulans_FGSC_A4:3057871-3059978	+	FALSE	FALSE	NA
AN0593	ChrVIII_A_nidulans_FGSC_A4:3055283-3056919	+	FALSE	FALSE	NA
AN0594	ChrVIII_A_nidulans_FGSC_A4:3046581-3055115	+	FALSE	TRUE	SM_cluster_04
AN0595	ChrVIII_A_nidulans_FGSC_A4:3041703-3044431	-	FALSE	TRUE	SM_cluster_04
AN0596	ChrVIII_A_nidulans_FGSC_A4:3037576-3041542	-	FALSE	TRUE	SM_cluster_04
