qseqid	nhits	minBitscore	maxBitscore	frequentWords
B9J08_000215	500	102	149	rna; subunit; dnadirected; polymerases; iii; rpabc; polymerase; kda; partial; like
B9J08_000216	500	350	1140	carboxypeptidase; glyxaa; lachancea; cpsp; cps; vacuolar; yjm; peptidase; colletotrichum; family
B9J08_000217	500	85.5	739	ribosomal; mitochondrial; penicillium; subunit; mrpp; pseudogymnoascus; yml; partial; large; cryptococcus
B9J08_000218	56	30.8	53.1	trichinella; partial; trichuris; repeat; tetratricopeptide; zimbabwensis; suis; gossypium; raimondii; trichiura
B9J08_000219	11	30.4	47.8	tetrahymena; thermophila; ttherm; partial; clavispora; clug; lusitaniae; cyberlindnera; cybjadraft; jadinii
B9J08_000220	504	42.4	931	resistance; nitrosoguanidine; mnng; sng; colletotrichum; sngp; penicillium; yjm; conserved; cyberlindnera
B9J08_000221	8	37.7	329	cicc; intermedia; cbs; debaryomyces; dehaep; hansenii; atphydrolyzing; cag; clostridium; dna
B9J08_000222	501	46.6	1121	cdpdiacylglycerolglycerolphosphate; phosphatidyltransferase; synthase; phosphatidylserine; fusarium; penicillium; pgsp; phosphatidylglycerophosphate; colletotrichum; phosphatidylglycerolphosphate
B9J08_000223	500	320	835	gtpbinding; ychf; atpase; obglike; penicillium; lachancea; ylfp; acidbinding; gtpdependent; nucleic
B9J08_000224	19	38.1	418	bicuspidata; guilliermondii; meyerozyma; pgug; farinosa; millerozyma; piso; bailii; zygosaccharomyces; clavispora
B9J08_000225	504	40.8	541	factor; saga; sagaassociated; complex; sgf; component; subunit; penicillium; pseudogymnoascus; sgfp
B9J08_000226	1700	38.9	617	rnabinding; domaincontaining; rnp; partial; talaromyces; domain; hrbp; gbpp; variant; marneffei
B9J08_000227	500	50.8	242	precursor; upf; penicillium; partial; conserved; yclc; colletotrichum; function; unknown; mdraft
B9J08_000228	179	41.6	2595	budp; yjm; selection; bud; site; lachancea; partial; budsite; involved; hanseniaspora
B9J08_000229	500	383	712	dehydrogenase; isopropylmalate; betaisopropylmalate; penicillium; leua; altname; fullbetaipm; fullisopropylmalate; recname; shortimdh
B9J08_000230	500	540	744	cysteine; desulfurase; mitochondrial; precursor; splicing; trna; spl; penicillium; nfs; nfsp
B9J08_000231	501	157	386	mitochondrial; carrier; sadenosylmethionine; pet; transporter; isoform; proteinlike; partial; homolog; related
B9J08_000232	357	37.7	714	cohesion; chromatid; sister; dcc; isoform; dccp; yjm; partial; subunit; ctfp
B9J08_000233	500	105	467	ribosomal; partial; llike; ribosome; subunit; drosophila; biogenesis; lachancea; rlp; penicillium
B9J08_000234	516	103	1507	rfx; dnabinding; isoform; factor; regulator; transcription; dna; regulatory; cephalosporin; checkpoint
B9J08_000235	515	43.9	605	lst; pop; wdrepeat; repeatlike; homolog; complex; subunit; rapamycin; target; beta
B9J08_000236	941	40.8	519	dnaj; member; subfamily; homolog; like; psi; heat; shock; dnajdomaincontaining; domaincontaining
B9J08_000237	500	440	1157	glycerol; glycerolh; symporter; gupp; uptake; yjm; gup; transporter; mboat; mboatdomaincontaining
B9J08_000238	500	142	313	hit; family; hitlike; domain; domaincontaining; penicillium; monophosphoramidase; histidine; triad; adenosine
B9J08_000239	500	89.7	366	sft; transport; sftdomaincontaining; vesicle; golgi; penicillium; drosophila; domaincontaining; ertogolgi; domain
B9J08_000240	119	39.7	587	escp; yjm; esc; kudriavzevii; pichia; cyberlindnera; zygosaccharomyces; product; unnamed; dsm
B9J08_000241	181	39.3	1099	factor; transcription; subunit; tfcp; tfiiic; yjm; complex; tfc; tau; lachancea
B9J08_000242	501	52.4	858	sulfurtransferase; adenylyltransferase; uba; mocs; cofactor; molybdenum; biosynthetic; altname; drosophila; penicillium
B9J08_000243	500	152	442	erp; cargo; receptor; endosomal; membrane; emp; erpp; domaincontaining; transmembrane; penicillium
B9J08_000244	501	79.7	1266	phosphatase; tyrosine; pseudogymnoascus; vkm; fusarium; hyjmd; yjm; conserved; colletotrichum; proteintyrosine
B9J08_000245	1311	40.8	773	esf; prerrnaprocessing; processing; prerrna; penicillium; esfp; fusarium; homolog; yjm; colletotrichum
B9J08_000246	372	40.8	1145	capping; telomere; restriction; tldc; domain; containing; rtcp; yjm; pseudogymnoascus; fusarium
B9J08_000247	401	37.7	280	dufdomaincontaining; synthase; kei; subunit; inositol; regulatory; penicillium; pseudogymnoascus; colletotrichum; gtpase
B9J08_000248	500	295	760	kinase; rio; serinethreonineprotein; isoform; partial; bimd; extragenic; mutation; suppressor; penicillium
B9J08_000249	13	40.8	787	ammonialyase; aspartate; archangium; alcaligenes; histidine; hybrid; kinaseresponse; pseudomonas; regulator; sensor
B9J08_000250	517	45.1	877	transcription; factor; isoform; microphthalmiaassociated; hlhdomaincontaining; drosophila; rtgp; partial; yjm; helixloophelix
B9J08_000251	500	433	955	aminopeptidase; aspartyl; peptidase; penicillium; fusarium; apep; colletotrichum; yjm; pseudogymnoascus; probable
B9J08_000252	242	37.7	632	big; bigp; penicillium; yjm; bigdomaincontaining; conserved; lachancea; membrane; trichophyton; endoplasmic
B9J08_000253	553	70.1	801	oxidoreductase; fad; dependent; tda; pseudogymnoascus; tdap; yjm; fusarium; binding; nad
B9J08_000254	500	164	271	ribosomal; subunit; partial; small; var; pseudogymnoascus; penicillium; schizosaccharomyces; seb; dsm
B9J08_000255	616	60.8	855	transcriptional; adapter; complex; saga; subunit; ada; adaptor; alpha; fusarium; colletotrichum
B9J08_000256	371	37	520	penicillium; conserved; colletotrichum; fusarium; partial; pseudogymnoascus; trichophyton; arsef; metarhizium; exophiala
B9J08_000257	500	133	845	nucleolar; small; rnaassociated; homolog; utp; processing; rrna; penicillium; utpp; snornp
B9J08_000258	500	56.6	263	copper; ctr; transporter; family; transport; variant; splice; penicillium; ctrdomaincontaining; colletotrichum
B9J08_000259	375	37.4	390	mitochondrial; hypoxia; responsive; domain; cryptococcus; containing; pseudogymnoascus; factor; respiratory; supercomplex
B9J08_000260	611	42	1319	factor; initiation; eifb; subunit; translation; epsilon; transferase; nucleotidediphosphosugar; penicillium; fusarium
B9J08_000261	500	320	1023	squalene; monooxygenase; epoxidase; fusarium; erg; sedomaincontaining; penicillium; cytochrome; ergp; colletotrichum
B9J08_000262	500	307	735	exchanger; calciumproton; calcium; transporter; ion; vacuolar; antiporter; cah; fusarium; vcxp
B9J08_000263	500	122	501	cyclin; pho; pclp; partial; pcl; yjm; penicillium; gsspecific; lachancea; plc
B9J08_000264	500	751	1080	tcomplex; alpha; subunit; penicillium; chaperonincontaining; pseudogymnoascus; fusarium; tcpp; colletotrichum; var
B9J08_000265	36	40	48.5	bicuspidata; var; metbidraft; metschnikowia; partial; komagataella; phaffii; comparisons; function; fungal
B9J08_000266	42	38.9	628	burtonii; hypbudraft; hyphopichia; cell; wall; partial; komagataella; anchored; gpi; niger
B9J08_000267	500	52.8	821	hydrolase; alphabeta; esterase; alphabetahydrolase; sayp; acetyl; esteraselipase; yjm; cyberlindnera; fabianii
B9J08_000268	484	37.4	405	factor; transcription; mitochondrial; group; high; mobility; partial; isoform; plasmodium; blike
B9J08_000269	500	314	393	cell; division; control; homolog; cdc; gtpase; rho; small; isoform; family
B9J08_000270	874	42.7	1038	sterol; yjm; upcp; pseudogymnoascus; control; uptake; penicillium; colletotrichum; ecmp; vkm
B9J08_000271	419	35.4	215	cbp; assembly; factor; cbpdomaincontaining; domaincontaining; pseudogymnoascus; fusarium; penicillium; cytochrome; colletotrichum
B9J08_000272	500	139	272	subunit; complex; sigma; isoform; adaptor; sigmalike; clathrin; adaptorrelated; partial; small
B9J08_000273	500	305	877	kynureninase; isoform; partial; bnap; fusarium; yjm; penicillium; kynureninaselike; bacterium; hydrolase
B9J08_000274	500	609	870	enolase; yjm; enop; hydratase; phosphopyruvate; altname; penicillium; pseudogymnoascus; eno; colletotrichum
B9J08_000275	500	278	546	proteasome; subunit; alpha; type; component; pre; nucleophile; aminohydrolase; nterminal; penicillium
B9J08_000276	500	620	1236	shock; heat; mitochondrial; hsplike; ssc; kda; hsp; chaperone; precursor; yjm
B9J08_000277	9	40	1068	chain; dyella; factor; japonica; peptide; release; bicuspidata; group; oryza; sativa
B9J08_000278	500	102	612	thump; domaincontaining; domain; trna; acetyltransferase; penicillium; tan; pseudogymnoascus; partial; containing
B9J08_000279	501	45.1	338	membrane; duf; complex; subunit; domain; transmembrane; partial; domaincontaining; penicillium; fusarium
B9J08_000280	500	35.8	235	vacuolar; sorting; superfamily; sortingassociated; late; partial; penicillium; endosome; vacuole; involved
B9J08_000281	518	40	816	subunit; acetyltransferase; histone; type; histonebinding; factor; assembly; chromatin; rbbp; repeatcontaining
B9J08_000282	500	59.7	758	spp; component; phd; complex; transcription; set; factor; sppp; penicillium; compass
B9J08_000283	501	167	298	upf; vibrio; domain; synthase; secondary; thiaminephosphate; enzyme; pseudoalteromonas; multispecies; penicillium
B9J08_000284	500	105	923	biosynthesis; pvca; pyoverdine; streptomyces; paerucumarin; serratia; dit; ditp; pyoverdinedityrosine; maturation
B9J08_000285	500	207	741	kinase; type; calciumcalmodulindependent; calmodulindependent; camkcamk; pkinasedomaincontaining; dependent; calciumcalmodulin; calcium; partial
B9J08_000286	617	42	1705	biogenesis; mak; ribosome; factor; makp; transcription; ccaatboxbinding; yjm; cbfdomaincontaining; penicillium
B9J08_000287	500	58.9	672	gtpbinding; rhes; rasrelated; partial; rheslike; ras; isoform; gtpase; dexamethasoneinduced; family
B9J08_000288	983	42	2159	kinase; clike; agcpkc; pseudogymnoascus; penicillium; vkm; calciumindependent; fusarium; trichophyton; metarhizium
B9J08_000289	817	44.3	1915	repeatcontaining; mio; isoform; penicillium; ligase; ubiquitinprotein; repeatlike; conserved; pseudogymnoascus; seap
B9J08_000290	550	42.4	2744	kinase; yjm; hslp; serinethreonineprotein; pkinasedomaincontaining; camkcamklgin; ginp; hsl; serinethreonine; penicillium
B9J08_000291	500	484	1299	kinase; serinethreonineprotein; gad; serinethreonine; ypkp; agcakt; pkinasedomaincontaining; yjm; ypk; penicillium
B9J08_000292	28	41.2	391	conserved; bicuspidata; cicc; intermedia; debaryomyces; guilliermondii; meyerozyma; pgug; farinosa; millerozyma
B9J08_000293	500	38.5	285	ribosomal; mitochondrial; penicillium; finger; ring; partial; isoform; pseudogymnoascus; domain; yml
B9J08_000294	70	35.4	206	nuadomaincontaining; eaf; pseudogymnoascus; chromatin; modificationrelated; partial; lachancea; conserved; acetyltransferase; subunit
B9J08_000295	98	35.4	238	aimp; yjm; subunit; lachancea; assembly; complex; membrane; inner; zygosaccharomyces; cyberlindnera
B9J08_000296	513	53.5	1708	exocyst; complex; sec; component; subunit; seclike; secp; penicillium; yjm; fusarium
B9J08_000297	203	38.5	509	recombination; centers; increased; fusarium; adaptin; alpha; binding; gamma; trichoderma; metarhizium
B9J08_000298	521	41.2	449	ureidoglycolate; hydrolase; allantoicase; cryptococcus; penicillium; lyase; gattii; fusarium; partial; dalp
B9J08_000299	503	54.3	870	fzo; gtpase; transmembrane; mitofusin; penicillium; fusarium; biogenesis; gtpbinding; mitochondria; required
B9J08_000300	531	53.1	681	gtpase; fzo; transmembrane; mitofusin; fzop; penicillium; fusarium; yjm; mitochondrial; pseudogymnoascus
B9J08_000301	617	40.4	925	transporter; mfs; general; substrate; facilitator; major; superfamily; fusarium; penicillium; exophiala
B9J08_000302	500	38.5	223	recognition; signal; particle; subunit; kda; srp; srpsrp; penicillium; partial; pseudogymnoascus
B9J08_000303	502	42.7	648	ubx; domaincontaining; domain; penicillium; fusarium; colletotrichum; pseudogymnoascus; ubiquitin; factor; fasassociated
B9J08_000304	6	31.2	37.4	blakesleeanus; phybldraft; phycomyces; gondii; tgp; toxoplasma; hmn; hymenolepis; microstoma; papuae
B9J08_000305	32	31.2	44.7	medicago; truncatula; mtrg; partial; esculenta; manesg; manihot; oceanica; thalassiosira; thaoc
B9J08_000306	500	216	790	farnesyltransferase; subunit; beta; isoform; betalike; drosophila; partial; prenyltransferase; ramp; cyclasesprotein
B9J08_000307	787	42	1260	phosphatase; tyrosineprotein; isoform; receptortype; deltalike; poecilia; vlike; slike; delta; formosa
B9J08_000308	8	39.7	758	bicuspidata; amylolyticus; anoxybacillus; transposase; metbidraft; metschnikowia; var; essential; family; geobacillus
B9J08_000309	505	40.8	860	partial; conserved; penicillium; fusarium; colletotrichum; trichophyton; meiotically; upregulated; duf; mdraft
B9J08_000310	209	39.3	757	yjm; nupp; asmp; nucleoporin; nup; asm; mppndomaincontaining; lachancea; complex; nuclear
B9J08_000311	506	57	593	exosome; rrp; complex; exoribonuclease; component; family; penicillium; domain; processing; pseudogymnoascus
B9J08_000312	632	43.5	2830	methyltransferase; tarbp; probable; trmp; yjm; isoform; partial; trna; guanosineomethyltransferase; low
B9J08_000313	501	46.2	689	penicillium; conserved; fusarium; pseudogymnoascus; family; talaromyces; duf; exophiala; function; unknown
B9J08_000314	549	41.6	1198	nexin; sorting; autophagy; atg; penicillium; pseudogymnoascus; cvt; fusarium; colletotrichum; atgp
B9J08_000315	703	40	830	duf; domain; fusarium; penicillium; transporter; drugmetabolite; partial; membrane; trichophyton; colletotrichum
B9J08_000316	43	41.2	771	conserved; komagataella; phaffii; elongata; repeatlike; debaryomyces; guilliermondii; meyerozyma; pgug; candidum
B9J08_000317	504	41.6	1165	kinesin; chain; heavy; kinesindomaincontaining; penicillium; partial; motor; pseudogymnoascus; cryptococcus; colletotrichum
B9J08_000318	5	31.6	35.4	trichinella; pseudospiralis; papuae; hypoxylon; kdraft; ano; fungal; palustris; partial; tpal
B9J08_000319	500	148	740	deaminase; adenosine; burkholderia; vibrio; parahaemolyticus; variovorax; cepacia; janthinobacterium; multispecies; comamonas
B9J08_000320	500	548	963	dehydrogenase; dphosphoglycerate; phosphoglycerate; fusarium; serp; penicillium; disomer; hydroxyacid; specific; oxysporum
B9J08_000321	500	523	1308	transporter; sugar; mfs; myoinositol; symporter; penicillium; colletotrichum; porter; pseudogymnoascus; hexose
B9J08_000322	507	55.5	238	thioredoxin; thioredoxinlike; thioredoxindomaincontaining; reductase; thiol; fusarium; trxp; parasitica; phytophthora; partial
B9J08_000323	660	45.1	1412	proteasome; subunit; regulatory; nonatpase; rpn; complex; rpnpsmd; subcomplex; rpnp; yjm
B9J08_000324	510	153	975	kinase; sphingosine; base; chain; long; sphingoid; lcbp; fusarium; yjm; oxysporum
B9J08_000325	814	42	1895	yjm; arrestin; csrp; domain; penicillium; ecmp; domaincontaining; adapter; arrestinrelated; trafficking
B9J08_000326	503	45.4	1038	protoporphyrinogen; oxidase; hemp; pseudogymnoascus; yjm; penicillium; partial; vkm; oxidaselike; colletotrichum
B9J08_000327	500	73.9	219	nuclear; small; ribonucleoprotein; domaincontaining; rna; rnabinding; isoform; binding; penicillium; partial
B9J08_000328	500	263	819	factor; release; chain; peptide; haemophilus; bacterium; treponema; influenzae; thermus; mitochondrial
B9J08_000329	215	34.3	202	pseudogymnoascus; conserved; vkm; lachancea; exophiala; cladophialophora; talaromyces; machineryassociated; translation; coccidioides
B9J08_000330	502	55.1	880	methyltransferase; ubiquinonemenaquinone; biosynthesisrelated; mitochondrial; oms; sadenosyllmethioninedependent; penicillium; partial; omsp; conserved
B9J08_000331	500	355	820	proteasome; subunit; regulatory; nonatpase; rpn; pcidomaincontaining; particle; partial; pseudogymnoascus; penicillium
B9J08_000332	500	87	1613	nuclear; pore; complex; nup; isoform; nucleoporin; partial; nupp; nuplike; yjm
B9J08_000333	501	62.8	340	factor; premrnasplicing; prpdomaincontaining; prp; partial; family; pseudogymnoascus; alike; fusarium; cryptococcus
B9J08_000334	500	48.5	614	bar; domain; domaincontaining; gvp; vesicular; yjm; trafficking; binamphiphysinrvs; lachancea; penicillium
B9J08_000335	501	42.4	534	adpribosylation; factorrelated; factor; family; isoform; factorlike; containing; hydrolase; nucleoside; ploop
B9J08_000336	106	43.1	1108	cicc; intermedia; partial; guilliermondii; meyerozyma; pgug; debaryomyces; cantadraft; tanzawaensis; farinosa
B9J08_000337	500	71.6	419	sec; translocation; subunit; complex; secp; penicillium; translocase; pseudogymnoascus; preprotein; var
B9J08_000338	1018	23.9	2491	exocyst; complex; component; sec; fusarium; secp; yjm; pseudogymnoascus; exoc; oxysporum
B9J08_000339	500	79.7	270	oxidase; cytochrome; subunit; polypeptide; mitochondrial; penicillium; precursor; partial; pseudogymnoascus; var
B9J08_000340	584	44.3	1612	kinase; inhibitor; swe; mitosis; wee; kinaselike; penicillium; fusarium; swep; weeweeunclassified
B9J08_000341	682	43.1	304	factor; gata; transcription; siderophore; srep; partial; zinc; finger; penicillium; srea
B9J08_000342	538	38.9	582	carrier; mitochondrial; ymc; family; solute; member; fusarium; carnitineacylcarnitine; colletotrichum; penicillium
B9J08_000343	78	35.8	309	lachancea; endonuclease; iis; restriction; type; zygosaccharomyces; conserved; reductase; thiol; thioredoxin
B9J08_000344	521	37.4	288	oxidase; sulfhydryl; fadlinked; alr; erv; mitochondrial; augmenter; liver; regeneration; fad
B9J08_000345	500	137	455	domaincontaining; like; isoform; pseudogymnoascus; partial; family; yjm; phosphohydrolase; hydrolase; colletotrichum
